[INFO ] [2021-06-19 21:17:40,280] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-02 15:08:22,420] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-07-02 15:08:22,705] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-07-02 15:08:22,876] User_01_Register - Step 06: Enter to Email textbox with value testing87376@live.com
[INFO ] [2021-07-02 15:08:23,108] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-07-02 15:08:23,314] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-07-02 15:08:23,487] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-07-02 15:08:25,680] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-07-02 15:08:25,750]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-02 15:08:25,750] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-07-02 15:08:28,151] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-07-02 15:08:28,223]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-02 15:08:28,234] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-07-02 15:08:28,759] User_02_Login - Step 02: Enter to Email textbox with value testing87376@live.com
[INFO ] [2021-07-02 15:08:28,941] User_02_Login - Step 03: Enter to Password textbox with value 123456
[INFO ] [2021-07-02 15:08:29,109] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-07-02 15:08:30,046] User_02_Login - Step 05: Verify Home Page displayed
[INFO ] [2021-07-02 15:08:30,121]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-02 15:08:30,134] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-02 15:08:36,145] OS name = windows 7
[INFO ] [2021-07-02 16:27:54,533] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-02 16:28:07,226] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-02 16:28:07,395]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-02 16:28:07,397] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-07-02 16:28:08,982] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-07-02 16:28:09,107] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-07-02 16:28:09,328] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-07-02 16:28:09,497] User_01_Register - Step 06: Enter to Email textbox with value testing79692@live.com
[INFO ] [2021-07-02 16:28:09,698] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-07-02 16:28:09,906] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-07-02 16:28:10,097] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-07-02 16:28:12,312] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-07-02 16:28:12,388]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-02 16:28:12,388] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-07-02 16:28:14,833] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-07-02 16:28:14,910]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-02 16:28:14,915] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-07-02 16:28:15,475] User_02_Login - Step 02: Enter to Email textbox with value testing79692@live.com
[INFO ] [2021-07-02 16:28:15,668] User_02_Login - Step 03: Enter to Password textbox with value 123456
[INFO ] [2021-07-02 16:28:15,848] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-07-02 16:28:18,340] User_02_Login - Step 05: Verify Home Page displayed
[INFO ] [2021-07-02 16:28:18,405]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-02 16:28:18,413] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-03 15:14:24,598] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-03 15:14:46,680] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-03 15:14:46,841]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-03 15:14:46,843] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-07-03 15:14:48,353] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-07-03 15:14:48,474] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-07-03 15:14:48,699] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-07-03 15:14:48,874] User_01_Register - Step 06: Enter to Email textbox with value testing75784@live.com
[INFO ] [2021-07-03 15:14:49,057] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-07-03 15:14:49,233] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-07-03 15:14:49,412] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-07-03 15:14:51,543] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-07-03 15:14:51,609]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-03 15:14:51,609] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-07-03 15:14:54,078] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-07-03 15:14:54,158]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-03 15:14:54,167] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-07-03 15:14:55,151] User_02_Login - Step 02: Enter to Email textbox with value testing75784@live.com
[INFO ] [2021-07-03 15:14:57,312] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-03 15:36:22,892] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-03 15:36:32,954] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-03 15:36:33,271]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-03 15:36:33,274] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-07-03 15:36:34,017] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-07-03 15:36:34,151] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-07-03 15:36:34,374] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-07-03 15:36:34,549] User_01_Register - Step 06: Enter to Email textbox with value testing61339@live.com
[INFO ] [2021-07-03 15:36:34,740] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-07-03 15:36:34,911] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-07-03 15:36:35,149] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-07-03 15:36:37,288] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-07-03 15:36:37,371]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-03 15:36:37,371] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-07-03 15:36:42,201] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-07-03 15:36:44,286] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-07-03 15:36:48,296] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-03 15:36:52,312] chrome not reachable
  (Session info: chrome=91.0.4472.124)
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:48'
System info: host: 'ADMIN-PC', ip: '192.168.1.22', os.name: 'Windows 7', os.arch: 'amd64', os.version: '6.1', java.version: '1.8.0_281'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 91.0.4472.124, chrome: {chromedriverVersion: 91.0.4472.101 (af52a90bf870..., userDataDir: C:\Users\ADMIN~1.ADM\AppDat...}, goog:chromeOptions: {debuggerAddress: localhost:55018}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true}
Session ID: 28f5b8080062ef2c2c10290bd37172ce
[INFO ] [2021-07-03 15:37:55,018] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-03 15:38:00,972] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-03 15:38:01,125]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-03 15:38:01,128] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-07-03 15:38:02,588] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-07-03 15:38:02,707] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-07-03 15:38:02,887] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-07-03 15:38:03,066] User_01_Register - Step 06: Enter to Email textbox with value testing54255@live.com
[INFO ] [2021-07-03 15:38:03,264] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-07-03 15:38:03,442] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-07-03 15:38:03,607] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-07-03 15:38:05,887] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-07-03 15:38:05,960]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-03 15:38:05,960] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-07-03 15:38:08,308] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-07-03 15:38:08,380]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-03 15:38:08,387] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-07-03 15:38:09,571] User_02_Login - Step 02: Enter to Email textbox with value testing54255@live.com
[INFO ] [2021-07-03 15:38:09,739] User_02_Login - Step 03: Enter to Password textbox with value 123456
[INFO ] [2021-07-03 15:38:09,915] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-07-03 15:38:10,262] User_02_Login - Step 05: Verify Home Page displayed
[INFO ] [2021-07-03 15:38:12,362] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-03 15:38:16,374] chrome not reachable
  (Session info: chrome=91.0.4472.124)
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:48'
System info: host: 'ADMIN-PC', ip: '192.168.1.22', os.name: 'Windows 7', os.arch: 'amd64', os.version: '6.1', java.version: '1.8.0_281'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 91.0.4472.124, chrome: {chromedriverVersion: 91.0.4472.101 (af52a90bf870..., userDataDir: C:\Users\ADMIN~1.ADM\AppDat...}, goog:chromeOptions: {debuggerAddress: localhost:54298}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true}
Session ID: 5afbc6ed6eeb37e0aed5eaf8d11c6fda
[INFO ] [2021-07-07 14:20:38,178] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-07 14:20:51,512] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-07 14:20:51,577] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 14:21:00,356] OS name = windows 7
[INFO ] [2021-07-07 14:26:16,069] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-07 14:26:28,344] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-07 14:26:30,376] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-07 14:26:30,405] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 14:26:36,549] OS name = windows 7
[INFO ] [2021-07-07 14:32:44,516] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 14:32:44,518] OS name = windows 7
[INFO ] [2021-07-07 14:41:48,253] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-07 14:41:56,321] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-07 14:41:56,912] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 14:42:02,863] OS name = windows 7
[INFO ] [2021-07-07 15:27:42,496] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-07 15:27:48,235] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-07 15:27:48,311] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 15:27:54,654] OS name = windows 7
[INFO ] [2021-07-07 15:45:50,893] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-07 15:45:56,889] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-07 15:45:56,936] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 15:46:03,091] OS name = windows 7
[INFO ] [2021-07-07 15:55:50,736] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-07 15:56:01,222] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-07 15:56:01,283] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 15:56:07,477] OS name = windows 7
[INFO ] [2021-07-07 17:38:25,271] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-07 17:38:35,940] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-07 17:38:36,025] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 17:38:41,921] OS name = windows 7
[INFO ] [2021-07-07 17:46:42,117] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-07 17:46:50,812] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-07 17:46:51,429] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 17:46:57,187] OS name = windows 7
[INFO ] [2021-07-07 17:53:01,185] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-07 17:53:08,264] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-07 17:53:08,334] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 17:53:14,115] OS name = windows 7
[INFO ] [2021-07-07 17:59:34,871] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-07 17:59:42,887] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-07 17:59:43,315] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-07 17:59:49,115] OS name = windows 7
[INFO ] [2021-07-08 10:07:53,463] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 10:08:02,942] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 10:08:03,030] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 10:10:44,323] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 10:10:54,088] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 10:10:54,136] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 10:13:31,975] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 10:13:40,089] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 10:13:40,152] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 10:23:54,866] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 10:24:05,363] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 10:24:46,059] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 10:37:05,537] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 10:37:17,770] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 10:37:48,233] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 10:46:01,547] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 10:46:13,113] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 10:46:53,842] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 10:48:18,822] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 10:48:50,483] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 10:49:32,705] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 10:53:42,761] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 10:53:53,072] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 10:53:53,120] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 10:55:40,140] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 10:55:49,711] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-08 10:55:49,763] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 10:59:44,057] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 10:59:55,755] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-08 11:00:02,842] Pre-Condition - Step 03: Verify Home Page displayed
[INFO ] [2021-07-08 11:00:02,884] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 11:00:52,226] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 11:01:02,910] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-08 11:01:12,998] Pre-Condition - Step 03: Verify Home Page displayed
[INFO ] [2021-07-08 11:01:13,041] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 11:02:19,845] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 11:02:31,336] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-08 11:02:41,411] Pre-Condition - Step 03: Verify Home Page displayed
[INFO ] [2021-07-08 11:02:41,443] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 11:15:00,663] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 11:15:14,690] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 11:15:14,754] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 11:16:33,272] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 11:16:42,437] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 11:16:42,481] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 12:22:50,504] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 12:23:02,226] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 12:23:03,323] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 14:59:29,688] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 14:59:39,633] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 14:59:39,783] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 15:03:19,813] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 15:03:30,631] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 15:03:30,675] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 15:18:28,501] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 15:18:46,246] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-08 15:18:56,334] Pre-Condition - Step 03: Verify Home Page displayed
[INFO ] [2021-07-08 15:18:56,362] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 15:40:42,432] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 15:41:01,321] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-08 15:41:12,739] Pre-Condition - Step 03: Verify Home Page displayed
[INFO ] [2021-07-08 15:41:12,768] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 16:47:32,657] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 16:47:41,596] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 16:47:41,632] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 16:59:20,597] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 16:59:32,044] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 16:59:32,091] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 18:23:05,333] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 18:23:10,727] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 18:23:10,921] Post-Condition: Close browser 'chrome'
[INFO ] [2021-07-08 18:23:17,488] OS name = windows 7
[INFO ] [2021-07-08 18:24:36,290] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 18:24:45,235] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 18:24:45,286] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-08 18:24:51,205] OS name = windows 7
[INFO ] [2021-07-08 18:33:02,373] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-08 18:33:09,660] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-08 18:33:09,741] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-08 18:33:15,868] OS name = windows 7
[INFO ] [2021-07-09 10:26:47,300] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 10:26:47,355] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 10:26:47,355] OS name = windows 7
[INFO ] [2021-07-09 10:28:59,650] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 10:28:59,676] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 10:28:59,676] OS name = windows 7
[INFO ] [2021-07-09 10:30:21,798] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 10:30:31,360] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-09 10:30:31,523] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 10:30:37,822] OS name = windows 7
[INFO ] [2021-07-09 10:52:22,838] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 10:52:30,914] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-09 10:52:32,484] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-09 10:52:37,413] Pre-Condition - Step 03: Click to HomePage image
[INFO ] [2021-07-09 10:52:37,476] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 10:52:43,422] OS name = windows 7
[INFO ] [2021-07-09 10:55:36,387] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 10:55:43,952] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-09 10:55:45,498] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-09 10:55:50,597] Pre-Condition - Step 03: Click to HomePage image
[INFO ] [2021-07-09 10:55:50,641] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 10:55:56,460] OS name = windows 7
[INFO ] [2021-07-09 10:57:20,786] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 10:57:33,232] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-09 10:57:38,044] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-09 10:57:44,364] Pre-Condition - Step 03: Click to HomePage image
[INFO ] [2021-07-09 10:57:44,759] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 10:57:50,683] OS name = windows 7
[INFO ] [2021-07-09 10:59:33,413] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 10:59:42,828] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-09 10:59:44,552] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-09 10:59:49,612] Pre-Condition - Step 03: Click to HomePage image
[INFO ] [2021-07-09 10:59:49,659] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 10:59:55,729] OS name = windows 7
[INFO ] [2021-07-09 11:05:11,580] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 11:05:34,431] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-09 11:05:35,821] Pre-Condition - Step 02: Set login page cookie
[INFO ] [2021-07-09 11:05:40,841] Pre-Condition - Step 03: Click to HomePage image
[INFO ] [2021-07-09 11:05:42,164] Pre-Condition - Step 04: Verify Home Page displayed
[INFO ] [2021-07-09 11:05:42,248] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 11:05:48,154] OS name = windows 7
[INFO ] [2021-07-09 12:26:18,299] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 12:26:39,110] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-09 12:26:39,244] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 12:26:45,201] OS name = windows 7
[INFO ] [2021-07-09 12:33:23,480] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 12:33:39,773] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-09 12:33:39,865] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 12:33:45,764] OS name = windows 7
[INFO ] [2021-07-09 15:11:22,154] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 15:11:37,095] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-09 15:11:37,155] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 15:11:42,954] OS name = windows 7
[INFO ] [2021-07-09 15:18:28,631] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 15:18:35,144] Pre-Condition - Step 01: Click to Login link
[INFO ] [2021-07-09 15:18:35,193] Post-Condition: Close browser 'firefox'
[INFO ] [2021-07-09 15:18:41,077] OS name = windows 7
[INFO ] [2021-07-09 15:25:08,388] Pre-Condition: Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-09 15:25:15,440] Pre-Condition - Step 01: Click to Login link
